/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/1914-121446-0001.wav,/home/hemant/asr_wm/data/ner/txt/true/test/1914-121446-0001.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/MichaelGreen_2013_44.wav,/home/hemant/asr_wm/data/ner/txt/true/test/MichaelGreen_2013_44.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/5000-30597-0073.wav,/home/hemant/asr_wm/data/ner/txt/true/test/5000-30597-0073.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/20-205-0011.wav,/home/hemant/asr_wm/data/ner/txt/true/test/20-205-0011.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/HectorRuiz_2007G_13.wav,/home/hemant/asr_wm/data/ner/txt/true/test/HectorRuiz_2007G_13.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/JosetteSheeran_2011G_3.wav,/home/hemant/asr_wm/data/ner/txt/true/test/JosetteSheeran_2011G_3.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/7699-105389-0030.wav,/home/hemant/asr_wm/data/ner/txt/true/test/7699-105389-0030.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/DeborahRhodes_2010W_99.wav,/home/hemant/asr_wm/data/ner/txt/true/test/DeborahRhodes_2010W_99.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/4217-9052-0018.wav,/home/hemant/asr_wm/data/ner/txt/true/test/4217-9052-0018.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/8527-281131-0020.wav,/home/hemant/asr_wm/data/ner/txt/true/test/8527-281131-0020.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/7789-103120-0030.wav,/home/hemant/asr_wm/data/ner/txt/true/test/7789-103120-0030.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/6388-64974-0087.wav,/home/hemant/asr_wm/data/ner/txt/true/test/6388-64974-0087.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/4379-18040-0040.wav,/home/hemant/asr_wm/data/ner/txt/true/test/4379-18040-0040.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/4898-20016-0035.wav,/home/hemant/asr_wm/data/ner/txt/true/test/4898-20016-0035.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/40-121026-0010.wav,/home/hemant/asr_wm/data/ner/txt/true/test/40-121026-0010.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/JosephPine_2004_69.wav,/home/hemant/asr_wm/data/ner/txt/true/test/JosephPine_2004_69.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/8565-290391-0021.wav,/home/hemant/asr_wm/data/ner/txt/true/test/8565-290391-0021.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/HarshaBhogle_2009I_6.wav,/home/hemant/asr_wm/data/ner/txt/true/test/HarshaBhogle_2009I_6.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/1264-135033-0005.wav,/home/hemant/asr_wm/data/ner/txt/true/test/1264-135033-0005.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/8087-118174-0020.wav,/home/hemant/asr_wm/data/ner/txt/true/test/8087-118174-0020.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/8347-258283-0048.wav,/home/hemant/asr_wm/data/ner/txt/true/test/8347-258283-0048.txt
/media/nas_mount/hemant/End-to-end-Named-Entity-Recognition-E2E-NER-from-English-Speech/asr/data/ner/full_data/wav_2/3288-7157-0007.wav,/home/hemant/asr_wm/data/ner/txt/true/test/3288-7157-0007.txt
